4149031295,BUN
3790706013,BUN
2470481715,BUN
1892138571,BUN
1836630384,BUN
1694894913,BUN
1465132847,---
1341959679,BUN
1046012326,WIL
791595302,BUN
790681652,---
658660594,BUN
647833310,WIL
619794008,---
601047480,RYN
582912799,---
571042465,BUN
523719014,---
503347939,---
601047480,RYN
582912799,---
571042465,BUN
523719014,---
503347939,---
601047480,RYN
582912799,---
571042465,BUN
523719014,---
503347939,---
